fuente,id_articulo,titulo,texto_articulo
tiempo de uso del vehículo.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,47,,
DECRETO 1079 DE 2015.pdf,2,,"menos, los siguientes datos:
1. De la empresa: razón social o denominación, sede y radio de acción.
2. Del vehículo: case, marca, modelo, número de la placa, capacidad y tipo de
combustible.
3. Otros: clase de Servicio, fecha de vencimiento, numeración consecutiva y
firma de la autoridad que la expide.
Parágrafo. La tarjeta de operación deberá ajustarse a la ficha técnica
expedida por el Ministerio de Transporte.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,48,,
DECRETO 1079 DE 2015.pdf,2,,"tarjeta de operación por primera vez. Las empresas deberán presentar, en
un término no superior a seis (6) meses improrrogables, contados a partir de
la ejecutoria de la resolución de habilitación, los siguientes documentos, para
la obtención de la tarjeta de operación de la totalidad de la capacidad
transportadora fijada.
1. Relación del equipo de transporte propio, de socios o de terceros, con el cual
prestará el servicio, con indicación del nombre y cédula del propietario o
locatario, clase, marca, placa, modelo, número del chasis, combustible,
capacidad y demás especificaciones que permitan su identificación, de acuerdo
con las normas vigentes.
2. Certificación del proveedor de los Dispositivos de Posicionamiento Global
GPS, en la que se debe registrar las placas y características de los vehículos a
los cuales les fue instalado.
3. Contrato por administración de flota de cada uno de los vehículos
automotores de los socios y de terceros que garanticen las condiciones
previstas en el presente Capítulo.
4. Certificación original expedida por la compañía de seguros en la que conste
que los vehículos están amparados con las pólizas de responsabilidad civil
contractual y extracontractual de la empresa solicitante.
5. Fotocopia de las licencias de tránsito de los vehículos.
6. Fotocopia de la póliza vigente del seguro obligatorio de accidentes de
tránsito, SOAT, de cada vehículo.
7. Fotocopia del certificado de revisión técnico-mecánica y de emisiones
contaminantes vigentes, en caso que aplique.
8. Presentar los estados financieros básicos y sus notas contables. En el
Balance General, en el Activo, se debe evidenciar en la partida Equipos de
Transporte, la cuantía invertida en la propiedad de los vehículos de la empresa,
la cual debe corresponder como mínimo al veinte por ciento (20%) de la
capacidad transportadora fijada, de acuerdo con lo establecido en el"
DECRETO 1079 DE 2015.pdf,2,,"2.2.1.6.7.1 del presente decreto.
9. Los soportes sobre la afiliación y pago de la seguridad social de los
conductores.
10. Copias de las escrituras públicas o contratos de arrendamiento de las
instalaciones donde funciona la empresa.
11. Copia de cada uno de los contratos de prestación de servicios de
transporte especial, en el que se determine el (los) vehículo (s) que será (n)
destinado (s) a la prestación del servicio, suscrito y firmado entre el
contratante y contratista.
12. Recibo de pago de los derechos correspondientes, debidamente registrados
por la entidad recaudadora.
Parágrafo 1°. El incumplimiento del plazo estipulado en el presente artículo
para la obtención de la tarjeta de operación es condición resolutoria del acto
administrativo que concede la habilitación.
Parágrafo 2°. Los requisitos señalados en los numerales 4, 5, 6 y 7 serán
validados a través del sistema RUNT, una vez entre en operación el Registro
Nacional de Empresas de Transporte RNET. En consecuencia solo será
obligatorio presentarlos físicamente, a partir del 25 de febrero de 2015 y hasta
cuando entre en operación tal registro en el sistema RUNT.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,49,,
DECRETO 1079 DE 2015.pdf,2,,"operación. Para renovar la tarjeta de operación, el representante legal de la
empresa presentará la solicitud ante el Ministerio de Transporte adjuntando los
documentos señalados en los numerales 1, 3, 4, 5, 6, 7, 11 y 12 del artículo
anterior, teniendo en cuenta además lo previsto en el parágrafo 2 del mismo
artículo.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,50,,
DECRETO 1079 DE 2015.pdf,2,,"operación por incremento de la capacidad transportadora. La empresa
de servicio especial deberá cumplir con los requisitos establecidos para la
renovación de la tarjeta de operación, adicionando los estados financieros
básicos y sus notas contables.
En el Balance General, en el Activo, se debe evidenciar en la partida Equipos
de Transporte, la cuantía invertida en la propiedad de los vehículos de la
empresa, la cual debe corresponder como mínimo al veinte por ciento (20%)
de la capacidad transportadora autorizada por clase de vehículo, de acuerdo
con lo establecido en el"
DECRETO 1079 DE 2015.pdf,2,,"(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,51,,
DECRETO 1079 DE 2015.pdf,2,,"duplicado por pérdida o deterioro, la tarjeta de operación que se expida no
podrá tener una vigencia superior a la de la tarjeta originalmente autorizada.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,52,,
DECRETO 1079 DE 2015.pdf,2,,"obligación de las empresas gestionar las tarjetas de operación de la totalidad
de sus equipos y entregarla oportunamente a sus propietarios o locatarios. La
empresa deberá solicitar la renovación de las tarjetas de operación por lo
menos con dos (2) meses de anticipación a la fecha de vencimiento.
En ningún caso la empresa podrá cobrar suma alguna a los propietarios o
locatarios de los vehículos, por concepto de la gestión de la tarjeta de
operación. Dentro de los diez (10) días siguientes a la entrega de las nuevas
tarjetas de operación, la empresa deberá devolver al Ministerio de Transporte
los originales de las tarjetas de operación vencidas o canceladas por
terminación del contrato de administración de flota por mutuo acuerdo o de
forma unilateral, o por cambio de empresa.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,53,,
DECRETO 1079 DE 2015.pdf,2,,"deberá portar el original de la tarjeta de operación y presentarla a la autoridad
competente que la solicite.
Cuando se implemente la expedición de la tarjeta de operación a través del
sistema RUNT, el control por parte de las autoridades en vía se hará mediante
el uso de herramientas tecnológicas. En tal caso desaparece la obligación de
portar el original.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,54,,
DECRETO 1079 DE 2015.pdf,2,,"solo podrán retener la tarjeta de operación cuando detecten que la misma está
vencida, debiendo remitirla a la autoridad de transporte que la expidió para
efectos de iniciar la respectiva investigación o cuando a través del uso de
medios técnicos o tecnológicos puedan establecer que el vehículo no tiene
tarjeta de operación o que está vencida, evento en el cual deberán inmovilizar
el vehículo. Si se establece que hay porte de un documento público
presuntamente falso la autoridad en vía deberá además poner en conocimiento
de las autoridades judiciales para lo de su competencia.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,55,,"SECCIÓN 10
Transporte escolar público y privado"
DECRETO 1079 DE 2015.pdf,2,,"transporte de estudiantes. Los vehículos de las empresas de Transporte
Público Terrestre Automotor Especial que se dediquen al transporte de
estudiantes, además de los colores y distintivos señalados en el presente
Capítulo, deberán tener pintadas en la parte posterior de la carrocería, franjas
alternas de diez (10) centímetros de ancho en colores amarillo pantone 109 y
negro, con inclinación de 45 grados y una altura mínima de 60 centímetros.
Igualmente, en la parte superior trasera y delantera de la carrocería en
caracteres destacados, de altura mínima de 10 centímetros, deberán llevar la
leyenda “Escolar”.
Los vehículos de propiedad de los Establecimientos Educativos que presten el
transporte escolar portarán además los colores y distintivos definidos por
dichas instituciones.
Parágrafo. Los colores y distintivos deberán portarse durante todo el tiempo
en que los vehículos se encuentren prestando el servicio público o privado de
transporte escolar.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,56,,
DECRETO 1079 DE 2015.pdf,2,,"transporten estudiantes con discapacidad, tanto de centros educativos o
centros de educación especial, deben contar con asientos y cinturones de
seguridad adecuados, que garanticen el transporte seguro. De igual forma,
deben contar con espacio en los sectores adyacentes a las puertas de ingreso y
deberán prever un lugar para el acceso y transporte de sillas de ruedas,
muletas u otros equipos que faciliten la movilidad de los pasajeros y adultos
acompañantes.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,57,,
DECRETO 1079 DE 2015.pdf,2,,"transporte escolar. Las condiciones técnicas y operativas que se establecen
en el presente artículo tienen como propósito establecer condiciones de
seguridad para los vehículos dedicados al transporte escolar.
1. Aspectos relativos a la organización en la prestación del transporte escolar:
Protección a los estudiantes. Con el fin de garantizar la protección de los
estudiantes durante todo el recorrido en la prestación del servicio de
transporte, los vehículos dedicados a este servicio deberán llevar un adulto
acompañante, quien deberá conocer el funcionamiento de los mecanismos de
seguridad del vehículo y de primeros auxilios.
No será necesario el adulto acompañante cuando se trate de educación
superior.
El adulto acompañante se encargará del cuidado de los estudiantes durante su
transporte y del ascenso y descenso del vehículo. Siempre que se transporten
alumnos de centros de educación especial, el adulto acompañante debe contar
con la cualificación laboral necesaria para la adecuada atención a este
alumnado.
El adulto acompañante deberá ocupar la silla en las inmediaciones de la puerta
y el transporte no se podrá realizar sin que éste se encuentre a bordo del
vehículo.
Recorridos y paradas. Los recorridos y paradas del servicio del transporte
escolar estarán sujetos a las establecidas previamente en el contrato de
prestación del servicio.
La parada final deberá situarse en el interior del establecimiento educativo. Si
no es posible se fijará de modo que las condiciones de acceso desde dicha
parada al centro educativo resulten lo más seguras, situándose siempre a la
derecha en el sentido de la marcha.
Cuando no resulte posible que la parada esté situada en el mismo lado de la
vía en que se encuentra el establecimiento educativo, se impondrán
señalizaciones temporales o se requerirá la presencia de los Agentes de la
Policía. En todo caso, el alumno siempre deberá estar guiado por el adulto
acompañante que está en representación de la empresa o del establecimiento
educativo.
El ascenso y descenso de los estudiantes deberá realizarse por la puerta más
cercana al adulto acompañante o al conductor en caso de estudiantes de
educación superior.
Este deberá efectuarse bajo la vigilancia de una persona mayor de edad, quien
deberá asegurarse que se efectúe de manera ordenada.
2. Requisitos técnicos y operativos específicos:
Los vehículos que se destinen a la prestación del servicio escolar deberán
cumplir con las condiciones técnico-mecánicas y con las especificaciones de
tipología vehicular requeridas y homologadas por el Ministerio de Transporte
para la prestación de este servicio. Además se deberán cumplir las siguientes
condiciones:
1. En ningún caso se admitirán estudiantes de pie. Cada escolar ocupará un
(1) puesto de acuerdo con la capacidad vehicular establecida en la ficha de
homologación del vehículo y de la licencia de tránsito.
2. Los vehículos de transporte escolar deben llevar letreros colocados en la
parte delantera, trasera y laterales con la leyenda Escolar. La leyenda
delantera deberá estar invertida para poder ser leída a través de un retrovisor.
3. Disponer de un sistema de comunicación bidireccional, entre la empresa,
todos los conductores de los vehículos y el establecimiento educativo.
4. Poseer dos puertas, no accionables por los escolares sin intervención del
conductor o por el adulto acompañante, que garanticen el ascenso y descenso
de los escolares.
5. Poseer salidas de emergencia operables desde el interior y exterior, y
tendrán un dispositivo que avise al conductor cuando estén completamente
cerradas.
6. Poseer luces intermitentes, cuatro colores ámbar en la parte superior
delantera, y dos colores rojos y una color ámbar central en la parte superior
trasera, las que accionarán en forma automática al momento de producirse la
apertura de cualquiera de las puertas.
7. Los asientos que no estén protegidos por el respaldo de otro anterior,
además del cinturón de seguridad deberán contar con un elemento fijo, que les
permita sujetarse y amortiguar el frenado del vehículo.
8. Las sillas deben contar con cinturones de seguridad cumpliendo con la
Norma Técnica Colombiana adoptada por el Ministerio de Transporte.
9. Contar con ventanas cuyas aberturas practicables estén ubicadas de tal
manera que impidan a los escolares sentados sacar los brazos por las mismas.
Su abertura será, como máximo, del tercio superior de las mismas o lo
establecido en las normas técnicas colombianas.
10. En ningún caso los vehículos podrán transitar a velocidades superiores a
las establecidas para este servicio en la Ley 1239 de 2008 o en aquella que la
adicione, modifique o sustituya.
11. Contar con elementos sonoros.
Parágrafo. La Norma Técnica Colombiana para los vehículos de transporte
escolar será emitida en un término no superior a dos (2) años, contados a
partir del 25 de febrero de 2015.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,58,,
DECRETO 1079 DE 2015.pdf,2,,"celebrado entre la empresa habilitada y los establecimientos educativos,
Entidades Territoriales, Secretarias de Educación certificadas, asociaciones de
padres de familia o grupo de padres de familia, para la prestación del servicio
público de transporte escolar deberá contener como mínimo las obligaciones y
derechos de cada una de las partes, plazo, valor, indicando expresamente la
tipología vehicular, la capacidad del vehículo y su identificación.
Las empresas habilitadas remitirán las copias de todos los contratos celebrados
a la Superintendencia de Puertos y Transporte, describiendo el valor total, el
valor por mes de vehículo, kilómetro de servicio, silla ofertada, la ciudad y el
nombre del establecimiento educativo o entidad contratante.
Ningún establecimiento educativo o persona natural o jurídica podrá cobrar
comisiones o intermediación en relación con el valor que se pague por el
servicio a la empresa habilitada.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,59,,
DECRETO 1079 DE 2015.pdf,2,,"educativos. Son obligaciones mínimas de los establecimientos educativos
frente a la prestación del servicio de transporte escolar:
1. Disponer en los vehículos, con el fin de asegurar la protección de los
estudiantes menores, la presencia de un adulto que monitoree el recorrido.
2. Realizar la supervisión respecto de las condiciones de ejecución y
cumplimiento de los contratos celebrados con las empresas de transporte
especial.
3. Observar probidad y diligencia en la selección de la empresa de transporte
que desarrollará la actividad.
4. Destinar los espacios internos del establecimiento con acceso vehicular, al
ascenso y descenso de los vehículos de transporte escolar.
5. Contar con un Plan Estratégico de Seguridad Vial durante la prestación del
servicio y verificar que la empresa contratada para tal fin cuente y aplique lo
establecido en la Ley 1503 de 2011 y las normas que la reglamenten,
modifiquen o sustituyan.
6. Entregar a cada padre de familia una copia del contrato celebrado para la
prestación del servicio, junto con una copia de la póliza de seguros de
responsabilidad civil correspondiente.
7. Las demás aplicables en virtud de las disposiciones legales y/o
reglamentarias para el servicio de transporte escolar.
Parágrafo 1°. Los establecimientos educativos no podrán percibir ninguna
remuneración o ingreso por intermediación en la contratación del servicio de
transporte escolar. En caso de contravención de lo aquí dispuesto, se
entenderá que se efectuó un pago de lo no debido y el establecimiento
educativo estará obligado a la restitución de las sumas debidamente indexadas
a los padres de familia o responsables de los estudiantes.
Parágrafo 2°. El adulto que monitoree el recorrido podrá ser directamente
contratado por el transportador, si le es remunerado como costo adicional al
servicio de transporte y en tal evento, el establecimiento educativo, Entidad
Territorial, Secretaria de Educación certificada, asociación de padres de familia
o grupo de padres de familia, según el caso, fijará las condiciones y protocolos
para el desarrollo de la labor del monitor.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,60,,
DECRETO 1079 DE 2015.pdf,2,,"Secretarías de Educación. De acuerdo con los procesos de descentralización
y de las competencias establecidas en el marco de la Ley 715 de 2001 y las
demás que la modifiquen, adicionen o sustituyan, corresponde a las secretarías
de educación de las entidades territoriales certificadas organizar, dirigir y
administrar la prestación del servicio educativo, por lo que deberán realizar las
acciones necesarias para garantizar la permanencia de los estudiantes,
adelantando el seguimiento y control al cumplimiento de los contratos de
prestación del servicio de transporte escolar de sus respectiva jurisdicción.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,61,,
DECRETO 1079 DE 2015.pdf,2,,"establecimientos educativos incluyendo los que cuentan con servicio de
transporte escolar privado deberán desarrollar cursos de educación en
seguridad vial, planes estratégicos de seguridad vial y formación en el
adecuado uso de los vehículos escolares dirigidos a los estudiantes y
conductores, siguiendo los protocolos y exigencias emitidos por el Ministerio de
Transporte, la Agencia Nacional de Seguridad Vial y la Dirección de Tránsito y
Transporte de la Policía Nacional.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,62,,
DECRETO 1079 DE 2015.pdf,2,,"transporte escolar deberán contar con la licencia que les acredite la conducción
de la respectiva clase de vehículo.
Adicionalmente deberán ser capacitados por las empresas de transporte en
seguridad vial, comportamiento de los estudiantes y primeros auxilios.
Parágrafo. El conductor debe ser empleado de la empresa de transporte
especial, cuando se trate de transporte público, o del Establecimiento
Educativo, si éste presta el servicio por cuenta propia. En todo caso, el
conductor deberá estar debidamente certificado en competencias laborales en
la modalidad de servicio especial por el Sena o las instituciones habilitadas.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,63,,
DECRETO 1079 DE 2015.pdf,2,,cumplimiento del
DECRETO 1079 DE 2015.pdf,5,"de la Ley 336 de 1996, dentro del ámbito del","Servicio Privado de Transporte, los establecimientos educativos podrán
continuar prestando el servicio de transporte exclusivamente a sus alumnos,
siempre que los equipos sean de su propiedad.
Parágrafo. En todo caso, es obligación del establecimiento educativo,
mantener el vehículo en óptimas condiciones mecánicas y de seguridad y
cumplir con los distintivos y requisitos especiales establecidos en este Capítulo.
Igualmente deberá registrar dichos vehículos ante la autoridad (es) de tránsito
de la jurisdicción (es) donde preste el servicio, indicando expresamente el o los
municipios en los que circularán los vehículos, horarios y días de servicio,
número de pasajeros, tipología vehicular, capacidad y placas del (los)
vehículos.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,64,,
DECRETO 1079 DE 2015.pdf,2,,"establecimientos educativos para la prestación del servicio privado de
transporte escolar deben adquirir las pólizas de seguros de responsabilidad
civil contractual y extracontractual señaladas en el presente Capítulo.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,65,,"SUBSECCIÓN 1
Prestación del servicio escolar en municipios con población inferior a
30.000 habitantes"
DECRETO 1079 DE 2015.pdf,2,,"municipios con población total hasta de treinta mil (30.000) habitantes, donde
no existan empresas de Servicio Público de Transporte Terrestre Automotor
Especial, el transporte escolar podrá ser prestado por empresas de Servicio
Público de Transporte Terrestre Automotor Mixto o colectivo municipal
legalmente constituidas y habilitadas, cumpliendo todas las condiciones
exigidas en el presente Capítulo para el transporte escolar.
En caso de no existir empresas de Servicio Público de Transporte Terrestre
Automotor Mixto o Colectivo Municipal, las personas naturales que destinaron
sus vehículos de servicio particular al transporte escolar rural y que hubieren
obtenido permiso de la autoridad municipal para operar dentro de su
jurisdicción en vigencia del"
DECRETO 1079 DE 2015.pdf,3,"del Decreto 805 de 2008, modificado por",el
DECRETO 1079 DE 2015.pdf,1,"del Decreto 4817 de 2010, del Decreto 048 de 2013 o del Decreto","348 de 2015, podrán ofrecer y prestar dicho servicio, presentando solicitud
dirigida por el propietario o locatario del vehículo, a la autoridad de transporte
municipal, quien autorizará la prestación del mismo. A la solicitud se anexarán
los siguientes documentos:
1. Copia del contrato de prestación del servicio celebrado entre el propietario o
locatario del vehículo y establecimientos educativos, Entidades Territoriales,
Secretarias de Educación certificadas.
2. Licencia de tránsito del automotor.
3. Seguro Obligatorio de Accidentes de Tránsito –SOAT– y certificado de
revisión técnico-mecánica y de emisiones contaminantes vigentes.
4. Certificación del sistema de comunicación bidireccional entre el contratante
del servicio y el conductor del vehículo.
5. Licencia de conducción de categoría C1 o C2, según la clase de vehículo.
6. Copia de las pólizas vigentes de responsabilidad civil contractual y
extracontractual establecidas en el presente Capítulo.
Parágrafo 1°. El permiso para prestar el servicio de transporte escolar se
entiende expedido únicamente al propietario o locatario del vehículo
automotor.
Parágrafo 2°. En caso que el vehículo no sea conducido por el propietario,
para que éste obtenga el permiso deberá presentar ante la autoridad de
transporte municipal el documento de identificación del conductor y la licencia
de conducción de categoría C1 o C2, según la clase de vehículo. En el evento
que se cambie el conductor, se deberá actualizar la información con sus
respectivos soportes.
Parágrafo 3. Los alcaldes municipales deberán establecer mecanismos de
control para garantizar que los equipos se mantengan en perfectas condiciones
técnicas.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,66,,
DECRETO 1079 DE 2015.pdf,2,,"particulares. Los vehículos particulares autorizados para prestar el servicio
escolar en virtud del presente Capítulo podrán operar exclusivamente en la
jurisdicción del municipio para el cual fueron autorizados. Cuando la residencia
del escolar o la sede del establecimiento educativo se encuentren situadas en
jurisdicción de un municipio contiguo se podrá extender su operación
únicamente en el recorrido entre la sede del establecimiento y la residencia del
escolar.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,67,,
DECRETO 1079 DE 2015.pdf,2,,"las autoridades competentes tendrá una vigencia de un año, renovable hasta
por el mismo término, siempre y cuando en el respectivo municipio subsistan
las condiciones que dieron origen a su expedición. Para los efectos pertinentes
se deberán acreditar los requisitos establecidos en el presente Capítulo y que
los vehículos cumplen con la edad prevista en el siguiente artículo.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,68,,
DECRETO 1079 DE 2015.pdf,2,,"particulares podrá prestarse en automóvil, microbús, campero, camioneta,
buseta y bus, cuya antigüedad no podrá superar los diez (10) años de edad;
edad máxima de la que se exceptúan los camperos destinados al transporte
escolar rural. En el evento en que se cumpla la edad del vehículo, el
propietario o locatario podrá renovarlo por uno de menor edad. En todo caso,
el término se contará a partir de la fecha del registro inicial.
Parágrafo. Los equipos destinados al servicio escolar en vehículos
particulares, deberán efectuar la revisión técnico-mecánica y de emisiones
contaminantes, de acuerdo con las normas vigentes para el servicio público.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,69,,
DECRETO 1079 DE 2015.pdf,2,,"servicio escolar, los vehículos particulares autorizados por la autoridad local
deberán cumplir las siguientes condiciones.
1. El conductor del vehículo debe portar el permiso expedido por la autoridad
competente.
2. En ningún caso se admitirán pasajeros de pie.
3. Cada pasajero ocupará un (1) puesto.
4. El número de ocupantes del vehículo no debe superar la capacidad
establecida en la licencia de tránsito.
5. Los estudiantes deberán ir acompañados de un adulto durante la prestación
del servicio.
6. El conductor debe disponer de un sistema de comunicación bidireccional, el
cual debe ser conocido por los padres de familia y el establecimiento
educativo.
7. Mantener vigente las pólizas de seguros contemplados en el presente
Capítulo.
8. En ningún caso los vehículos de transporte escolar podrán transitar a
velocidades superiores a 60 kilómetros por hora, durante la prestación de este
servicio.
9. Por ningún motivo se deben transportar simultáneamente estudiantes y
carga.
10. En el platón de las camionetas doble cabina bajo ninguna circunstancia se
podrán transportar escolares.
11. La parte posterior de la carrocería del vehículo deberá pintarse con franjas
alternas de diez (10) centímetros de ancho en colores amarillo pantone 109 y
negro, con inclinación de 45 grados y una altura mínima de 60 centímetros.
Adicionalmente, en la parte superior delantera y trasera de la carrocería, en
caracteres destacados, de altura mínima de 10 centímetros, deberá llevar la
leyenda “Escolar”.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,70,,
DECRETO 1079 DE 2015.pdf,2,,"contratación del Servicio de Transporte Escolar por parte de los
establecimientos educativos, Entidades Territoriales, Secretarias de Educación
certificadas de los municipios con población hasta de treinta mil (30.000)
habitantes a que se refiere el presente Capítulo, se deberá previamente
comunicar las necesidades de este servicio a por lo menos tres (3) empresas
de transporte habilitadas en el Servicio Público de Transporte Terrestre
Automotor Especial, las Direcciones Territoriales del Ministerio de Transporte
brindarán la colaboración necesaria a dichas entidades.
Parágrafo 1°. Si alguna de las empresas a las cuales se les comunique las
necesidades de prestación del servicio de transporte escolar se presenta y se
ajusta a las condiciones establecidas por los establecimientos educativos,
Entidades Territoriales, Secretarias de Educación certificadas, según sea el
caso, no se podrá contratar el servicio con vehículos de servicio mixto o
colectivo municipal, ni particulares.
Parágrafo 2°. Reporte de Información. Dentro de los diez (10) días hábiles
siguientes a la expedición de la autorización para la prestación del servicio
escolar con vehículos de otras modalidades o del permiso para atenderlo con
vehículos particulares señalado en el presente Capítulo, la autoridad de
transporte municipal deberá remitir informe a la Subdirección de Transporte
del Ministerio de Transporte, en el que se incluyan las características de cada
vehículo (clase, marca, línea, modelo, placa, capacidad, color y tipo de
combustible), propietario, empresa de transporte habilitada, si es el caso,
número, vigencia y compañía expedidora de las pólizas de responsabilidad civil
contractual y extracontractual, fecha de expedición de la autorización o
permiso y vencimiento de los mismos.
Parágrafo 3°. Control y vigilancia. Las autoridades de transporte municipal
serán las encargadas de velar por el estricto cumplimiento de las disposiciones
establecidas en el presente Capítulo para la prestación del servicio escolar con
vehículos de otras modalidades y particulares. De igual manera de aplicar las
sanciones correspondientes, conforme a los criterios y procedimientos
establecidos en la Ley 336 de 1996.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,71,,
DECRETO 1079 DE 2015.pdf,2,,"educativos, Entidades Territoriales, Secretarias de Educación certificadas
deberán informar a la Superintendencia de Puertos y Transporte que en su
jurisdicción no hay empresas de servicio público de transporte terrestre
automotor especial, a pesar de existir empresas habilitadas con fundamento en
el concepto de viabilidad expedido por la Dirección de Transporte y Tránsito de
conformidad con la Resolución 3097 de 2009, o la norma que la modifique,
adicione o sustituya, así como las circunstancias que les permitieron evidenciar
la inexistencia de las mismas.
De no subsistir las condiciones que dieron lugar a la habilitación la empresa de
servicio público de transporte terrestre automotor especial, la
Superintendencia de Puertos y Transporte informará al Ministerio de
Transporte para que éste proceda a dejar sin efecto los actos administrativos
de habilitación y permiso de la empresa de transporte y tarjetas de operación
de los vehículos a ella, previa observancia del debido proceso.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,72,,"SUBSECCIÓN 2
Prestación del servicio escolar en municipios con población superior a
30.000 habitantes"
DECRETO 1079 DE 2015.pdf,2,,"población superior a treinta mil (30.000) habitantes que por condiciones
topográficas y de difícil acceso, no exista oferta para la movilización de los
estudiantes de la jurisdicción, el transporte podrá ser prestado por empresas
de servicio público de transporte terrestre automotor mixto o colectivo
municipal legalmente constituidas y habilitadas y en caso que no existan, con
vehículos particulares, conforme a lo establecido en el presente Capítulo.
Para autorizar la prestación del servicio, la autoridad municipal competente
deberá solicitar concepto previo a la Dirección de Transporte y Tránsito del
Ministerio de Transporte, remitiendo el análisis de las necesidades del servicio
y la justificación correspondiente.
En el evento que sea autorizado, la autoridad de transporte municipal deberá
reportar la información correspondiente a la Subdirección de Transporte del
Ministerio de Transporte, conforme a lo establecido en el presente Capítulo e
igualmente ejercer el control de acuerdo a lo previsto en el mismo.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,73,,
DECRETO 1079 DE 2015.pdf,2,,"los casos contemplados en el artículo anterior, podrá establecer condiciones
especiales que aumenten la protección de los estudiantes, garantizando la
cobertura del servicio y observando los principios rectores del transporte.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,74,,"SECCIÓN 11
Condiciones para el transporte de usuarios de servicios de salud y
turistas"
DECRETO 1079 DE 2015.pdf,2,,"usuarios del sistema de salud. Los vehículos de las empresas de Servicio
Público de Transporte Terrestre Automotor Especial que presten servicios de
transporte especial para los usuarios de los servicios de salud, deben cumplir
con las condiciones que para estos efectos definan el Ministerio de Salud y
Protección Social y el Ministerio de Transporte.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,75,,
DECRETO 1079 DE 2015.pdf,2,,"habilitadas para el Servicio Público de Transporte Terrestre Automotor Especial
interesadas en prestar el servicio a turistas se constituirán como prestadores
de servicios turísticos, de acuerdo con la reglamentación vigente expedida por
el Ministerio de Comercio, Industria y Turismo. En el mismo sentido, los
prestadores de servicios turísticos interesados en ofrecer el servicio de
transporte público terrestre automotor a turistas, deberán habilitarse como
empresa de Servicio Público de Transporte Terrestre Automotor Especial ante
el Ministerio de Transporte.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,76,,
DECRETO 1079 DE 2015.pdf,2,,lo establecido en el
DECRETO 1079 DE 2015.pdf,50,"de la Ley 336 de 1996, los prestadores de","servicios turísticos, debidamente inscritos en el Registro Nacional de Turismo,
conforme a lo previsto en la Ley 1101 de 2006, modificada por la Ley 1558 de
2012 , podrán ofrecer directamente el servicio de transporte a sus usuarios,
siempre y cuando los vehículos sean de su propiedad o se encuentren bajo la
figura de arrendamiento financiero o leasing a su nombre.
Parágrafo. En este caso los prestadores de servicios turísticos adoptarán sus
propios distintivos para los vehículos, los cuales llevarán en la parte delantera
y trasera superior la leyenda “Turismo” en forma destacada con una altura
mínima de 15 centímetros.
Además en la parte delantera del vehículo deberá llevar el número del registro
nacional de turismo.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,77,,
DECRETO 1079 DE 2015.pdf,2,,"propiedad de terceros. Si los Prestadores de Servicios Turísticos no cuentan
con vehículos de su propiedad, el transporte sólo podrá efectuarse previo
contrato, celebrado entre el Prestador de Servicios Turísticos y las Empresas
de Transporte Público Terrestre Automotor Especial habilitadas o en su defecto
habilitarse como Empresa de Transporte Público Terrestre Automotor Especial,
cumpliendo lo establecido en el presente capítulo.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,78,,
